Cycling Myeloid,Myeloid c0 DC LAMP3,Myeloid c1 LAM1 FABP5,Myeloid c2 LAM2 APOE,Myeloid c3 cDC1 CLEC9A,Myeloid c4 DCs pDC IRF7,Myeloid c5 Macrophage 3 SIGLEC1,Myeloid c7 Monocyte 3 FCGR3A,Myeloid c8 Monocyte 2 S100A9,Myeloid c9 Macrophage 2 CXCL10,Myeloid c10 Macrophage 1 EGR1,Myeloid c11 cDC2 CD1C,Myeloid c12 Monocyte 1 IL1B
ATP6V1F,RAP2B,GRB2,ADAMDEC1,MRPL18,TNFSF13B,FGL2,GRINA,S100A11,MGAT1,ACP5,BID,DSE
MRC1,CTSS,CD4,IFI6,NFKBID,RPL23,EPSTI1,SLC2A6,CSF1R,LGALS9,RHOB,PFN1,S100A4
ATP6V1B2,SLAMF7,CPVL,PYCARD,,RPS20,MERTK,CARD16,CECR1,NAGK,SIRPA,RGS19,FYB
FBP1,DUSP4,ANXA5,NCF4,,FAM53C,NEAT1,SLC16A3,ARPC1B,CECR1,BMP2K,RASSF4,LITAF
FAM96A,SNN,PPT1,ALDH2,,INPP4A,FAM26F,RGS19,GNAI2,ARHGAP18,IL1RN,CD33,MFSD1
IFI30,UBD,HCK,FUCA1,,RASSF2,NR1H3,TREM1,PLIN2,FCN1,TMIGD3,EREG,ZNF385A
CXCL2,CLPTM1,ISG15,NCF1,,TNFRSF21,PIK3AP1,FFAR2,CLEC4E,ATP6V1B2,HLA-DQA2,FAM49A,CCDC88A
PLAU,NFKBID,PLAU,TMIGD3,,SAMHD1,HLA-DPB1,GNS,ARPC2,FPR1,LIPA,VIM,ATP6V1F
SMC4,PTGES2,GM2A,NR1H3,,ATF5,CR1,LIMS1,FCGR1A,SAMHD1,ATF3,CYBB,LYN
MT1G,NFKBIA,IER3,SNX6,,MEF2C,FCGR1A,LYST,CTSH,C3AR1,RGS1,1-Mar,LIMS1
ANXA2,TAOK3,APLP2,CSTB,,PPM1K,MNDA,LINC00936,SAMSN1,IFI35,THBD,VAMP8,F13A1
LGMN,HCK,LYN,1-Mar,,MAN2B1,SMPDL3A,MNDA,SERPINB9,PLSCR1,DNAJA4,B3GNT5,MAFB
CD163,MYO1G,FCGR2B,ATOX1,,PMAIP1,CD81,GCH1,ASGR1,ACP5,SIGLEC1,ACTR3,ATP1B3
CCNB2,CMTM6,MARCO,SDS,,EZR,CCL13,FAM110A,TGFBI,F13A1,RAB20,CXCL9,CLEC5A
ARL6IP1,ST8SIA4,FBP1,VAMP5,,SCAMP5,IDH1,ACTR2,KCTD12,ATOX1,CYBA,CD1B,ZNF331
EMP3,FAM129A,GPR34,VMO1,,TGFBI,NCF4,ARPC1B,MAP3K8,ITM2B,PLAU,GSN,VAMP5
FCGBP,CERS6,NR1H3,CCL8,,PFKFB3,LRP1,CD86,FCGRT,ABCA1,C3AR1,CIITA,FCER1A
SMC2,GBP4,ARRB2,STAT1,,MCL1,EFHD2,RIPK2,SMCO4,GRB2,ASAH1,LIMS1,VEGFA
POMP,RHOF,EMP3,MPEG1,,UNC93B1,PLEKHO1,S100A11,RAB20,LY6E,FOSB,OLR1,JAML
CLSPN,LRRK1,MRC1,SIRPA,,LYN,CCDC88A,ARPC2,CLEC10A,PTAFR,1-Mar,FCGRT,ARHGAP18
ATG3,RASSF2,CCL8,ALOX5AP,,KIAA0226L,HLA-DMA,S100A6,EFHD2,CCL18,CD86,SERPINB9,CSF2RA
LYN,HMSD,HNMT,C1orf54,,RANBP2,MGAT1,MYO1F,ATP13A3,IFI44L,NCF4,LAP3,ITGAX
PYCARD,ZNF385A,SAMHD1,ANXA5,,CHMP1B,TNS3,TBC1D8,ATP2B1,UBE2L6,NPL,MYD88,KCTD12
S100A11,ANKRD33B,OSM,PLAU,,SPN,NFKBIA,ABI3,SYK,STX11,BAG3,HLA-DOA,MRC1
ENO1,WARS,NEAT1,SLC16A3,,NAPSA,SPRED1,ARPC5,ADGRE2,RGS2,YWHAH,LYN,1-Mar
RHOG,LGALS9,LIMS1,LGALS9,,FADS1,GPX4,GMFG,NCF1,LITAF,LILRB2,ATG3,LILRB1
SLC7A7,PELI1,GNAI2,ATP6V0C,,HLA-DRB5,SLC8A1,LIPA,HLA-DQB1,TAP1,SDC3,PSME2,AP2S1
NAIP,IER3,IFI27,CNPY3,,SLAMF7,HLA-DQB1,PTPRC,BASP1,1-Mar,GADD45B,IFNGR1,LAT2
GNG5,NFKB2,HIF1A,MAN2B1,,SYK,ARPC1B,CDKN1C,S100A10,TNFSF13,MNDA,CD1D,GSTO1
FAM49B,NEK6,GNS,PRDX1,,EEF1B2,GABARAP,WSB1,VAMP5,SIRPA,RGL1,TUBA1B,SLC16A3
TPM3,CEP350,ATOX1,PSME2,,APP,FPR3,MSN,RHOG,SIGLEC1,IFI30,CDKN1A,CEBPB
ARPC1B,ETV6,GRINA,SIGLEC1,,SFT2D2,RAP2B,RASGRP2,LCP2,PLEKHO1,SPRED1,SLC16A3,RAB20
LCP1,SPIB,NUPR1,GAA,,FYTTD1,CFD,HLA-DRB1,GCA,DAB2,TFRC,CD68,ALOX5
PAK1,SEC61B,GCHFR,HEXB,,ETV3,IGSF6,PTP4A2,LITAF,YWHAH,AP1B1,ANXA5,C10orf54
ARPC5,GCSAM,TTYH3,NAGK,,B4GALT1,MSR1,ATP2B1,RILPL2,THEMIS2,LY86,OSM,ZFAND5
KIAA0101,,CD84,ACP2,,ADAM19,NR4A3,CDA,THAP2,LCP2,THEMIS2,,RGS1
S100A4,,AP2S1,C2,,SYNGR2,FOSB,SAMHD1,BID,NCF2,SDS,,FAM49B
SIRPA,,RNF13,HLA-DOA,,GAS6,CD86,SELPLG,PNRC1,SERPING1,OSM,,SLC8A1
DHFR,,SLPI,THEMIS2,,CTSS,TPM3,CYTIP,ZNF331,NRP2,HCK,,MPEG1
MCM5,,NAIP,SLC1A3,,COMMD6,RAC1,SMAP2,HMOX1,BLVRA,LYN,,LCP1
SLC16A3,,CCDC88A,CD53,,PTPN1,NCF2,C9orf72,CARD16,MRC1,GRB2,,PAK1
RAC1,,RGS1,LILRB2,,MIR155HG,SYK,RNF130,NAIP,RBKS,NCF2,,ALOX5AP
DTYMK,,NOP10,AP1B1,,HIGD1A,ENPP2,NLRP3,RNASE6,RAB20,VAMP8,,IFNGR1
VPS29,,CCRL2,BLVRB,,TMEM8B,PLA2G15,GPSM3,CLEC12A,LIPA,ZFAND5,,PFN1
SH3BGRL3,,LILRB2,AP2S1,,RNF130,ITSN1,ITGAX,NFKBIZ,IFITM3,CCDC88A,,LY96
C5AR1,,ZEB2,ATP6V1B2,,SLC7A11,ALOX5,RASSF5,CD44,SAMD9L,GABARAP,,GRB2
CENPK,,RHOG,SCPEP1,,YPEL5,ITGAM,RAP1B,C19orf38,SRGN,LRP1,,ATP6V0B
CD4,,TREM1,LAT2,,CD37,ZYX,RXRA,CCRL2,RNASE6,ATP1B3,,SLC31A2
CENPW,,LY86,DNASE2,,HLA-DRB1,DAPK1,TESC,KLF4,PLA2G7,INSIG1,,CD1C
MPP1,,NRP2,APLP2,,DBNL,LILRB5,TPM3,GBP1,IFIH1,DSE,,SYK
ZWINT,,FOLR2,RB1,,GPM6B,BMP2K,UNC119,ACTR2,SLC16A3,RHOG,,MXD1
OAZ1,,SLAMF8,MGAT1,,HVCN1,CMKLR1,DUSP6,ARPC3,SYNGR2,HERPUD1,,ICAM1
TSPO,,ITGAX,RNF13,,DNAJC7,NCKAP1L,ATG3,GLIPR2,FCGR2B,FYB,,TSPO
PLD3,,SH3BGRL3,RAB32,,HYOU1,MKNK1,IFITM3,VAMP8,CCL4,CD84,,IL4I1
CENPU,,CECR1,LGALS1,,PIK3AP1,EMILIN2,UCP2,PLAC8,CXCL3,AKR1B1,,ATF5
KPNA2,,SLC1A3,EMP3,,BCL2L11,MS4A14,LIMD2,CFD,RHOG,ARL4C,,UPP1
OLR1,,RP11-1143G9.4,OLR1,,FKBP2,EPB41L3,GABARAP,MAT2A,DSE,SYK,,IL10
TMEM106C,,BLVRB,CD84,,USP36,ADRBK1,CAP1,GRB2,IRF8,MPP1,,PSME2
RNASET2,,FAM49B,CD300A,,RPS17,OAZ1,CECR1,RNF149,CD4,APLP2,,LINC00936
CSTB,,SDCBP,COMT,,CCDC69,PLXNB2,FCGRT,DMXL2,HBEGF,FRMD4B,,NINJ1
SLCO2B1,,BMP2K,CTSA,,BST2,GAL3ST4,TET2,SLC16A3,CD63,CPM,,FN1
GABARAP,,RAB20,SLC31A2,,PHEX,NPL,FAM45A,CLEC4A,GK,MERTK,,HERPUD1
ARRB2,,TIMP2,ATP6AP2,,ALG2,ICAM4,SCIMP,LY86,ATP6V1F,TTYH3,,MSR1
RHEB,,RGS10,KCTD12,,CYTH4,S100A11,AKIRIN2,LILRA2,MPP1,NFKBIZ,,LGALS1
VMA21,,KLF4,LRRC25,,TRABD,ARHGEF10L,TNFAIP2,LGALS1,GCH1,QKI,,CD300A
FCGR2B,,LHFPL2,SLC11A1,,RNF144B,YBX1,PRAM1,VASP,RGL1,CXCL10,,PLD4
GRB2,,NFKBIA,SLC8A1,,FOSL2,ADAMTS2,BTK,AP2S1,MPEG1,ABL2,,EFHD2
ANAPC11,,ANXA2,IFNGR1,,WDFY4,ARPC2,KDM1B,PLSCR1,STAB1,DMXL2,,PEA15
DRAM1,,FERMT3,TSPO,,LAIR1,TLR7,WASF2,CNPY3,ASAH1,FUCA1,,CD163
LAT2,,TFEC,BMP2K,,MALT1,ASCL2,WAS,IVNS1ABP,NAIP,PTPRE,,NEAT1
LSM4,,DRAM1,LYVE1,,TRIM22,CD180,MAPKAPK3,PLXDC2,GIMAP4,TBXAS1,,FGR
ABCA1,,THEMIS2,PLBD1,,ABHD15,HLA-DRB5,RNF13,CTSZ,GLRX,LCP2,,SLAMF8
RAB32,,ARPC3,SDC3,,RPL27A,NRROS,LCP2,PLBD1,PLXDC2,GNG10,,TPP1
PARP1,,ARPC1B,LRP1,,RP11-73G16.2,CYBA,FGD2,FYB,SERPINB1,HLA-DOA,,TREM1
GPNMB,,ITM2B,GNS,,TNFSF13,IFITM3,IFNGR2,GLRX,ACSL1,KDM6B,,YBX1
LY96,,AKR1B1,TCN2,,,COTL1,FAM65B,SOCS3,IRF7,CEBPB,,ABCA1
RB1,,LAP3,ZEB2,,,ME1,RASGEF1B,GSTO1,ATP6V0B,PLIN2,,GRINA
ACTR2,,TSPO,KCNMA1,,,HLA-DRA,SLC25A6,BNIP3L,PPT1,SLC16A10,,CMTM6
NCF4,,ALDH2,C3,,,FCGR3B,BLVRA,CD86,SLCO2B1,BRI3,,NCF1
CNPY3,,CLEC4E,GNAI2,,,DOK3,KLF3,GPSM3,ARRB2,CCL13,,GLA
RHOA,,1-Mar,AP1S2,,,ARL11,RNH1,CXCL16,GNG10,VMO1,,ATG3
CFL1,,SLC15A3,FYB,,,,DPEP2,CD55,MX2,NLRP3,,APOE
LYVE1,,ACP2,ATP6V0E1,,,,OSTF1,TLR2,CCR1,C2,,CSF3R
CCL8,,TNFSF13,C10orf54,,,,ADRBK1,1-Mar,CCDC88A,TNFAIP2,,H2AFY
PLK1,,EFHD2,LILRB1,,,,ALOX5,C9orf72,FCGR1B,GRINA,,HIF1A
TMPO,,AP1S2,RHOA,,,,MS4A4A,EMILIN2,KCNMA1,SLC1A3,,CNPY3
MSR1,,SIGLEC1,FAM105A,,,,FLNA,MX2,GSTO1,GNS,,PLSCR1
LMNB1,,ARPC5,ABHD12,,,,AVPI1,HLA-DMB,LY86,TNFSF13,,GBP1
KCTD12,,ALOX5,CLEC4A,,,,SIDT2,LUCAT1,ACP2,HSPH1,,EMP3
FAM111A,,CD300A,CCDC88A,,,,SMCO4,ZFYVE16,DMXL2,RASGEF1B,,THBS1
CD81,,RB1,GIMAP4,,,,CNPY3,ATG3,HERC5,PMP22,,CSTB
LINC01272,,GLRX,HCLS1,,,,HK3,SLC8A1,GABARAP,SLAMF8,,STAT1
PKM,,HEXA,LYN,,,,LSP1,CCDC88A,RNF213,ITPR2,,RASGEF1B
IL18,,AP1B1,FBP1,,,,GNAI2,METRNL,XAF1,TSPAN4,,ANKRD22
UQCR10,,DMXL2,HAVCR2,,,,NOTCH2,NUP214,FAM49B,RNF13,,ANXA5
THBD,,M6PR,LPAR6,,,,YBX1,H3F3A,ALDH2,ID2,,TBXAS1
PCNA,,BCAT1,FERMT3,,,,ATP6V0D1,LTA4H,SCIMP,PYCARD,,NR4A2
ZDHHC12,,CPM,HIF1A,,,,CTSC,PFKFB3,PYCARD,GAL3ST4,,RAC1
TTYH3,,LRRC25,GNG10,,,,DOK2,IRAK3,PTPRE,PPT1,,SLC43A2
CCNB1,,RAC1,ARPC5,,,,ABRACL,FOLR3,ATG3,PIK3AP1,,PLEKHO1
HEXB,,QKI,HEXA,,,,NUDT16,GNS,PSMB9,ALOX5,,RGS19
AKR1B1,,STAT1,SMCO4,,,,LGALS9,RIPK2,AKR1A1,PLEKHO1,,CASP1
CAP1,,IER5,RAB20,,,,PSME2,B3GNT5,ZEB2,BNIP3L,,MARCKS
CD86,,AKR1A1,TFEC,,,,PTGER2,CD163,GNS,LGALS9,,FUOM
PPIF,,BNIP3L,IDH1,,,,LAMTOR4,HLA-DQA1,SLC8A1,EGR1,,HCST
DSE,,SLC31A2,MCOLN1,,,,C5AR2,ARPC5,SLC1A3,IRF8,,REL
TNFSF13,,ABHD12,CPM,,,,HLA-DQA2,TET2,RGS10,RP11-160E2.6,,
FCN1,,VMO1,BLVRA,,,,RIN3,BACH1,APOL6,NCOA4,,
PHF19,,CYP27A1,FUOM,,,,CD33,PPT1,TPP1,TMEM37,,
TMIGD3,,LITAF,LAMP2,,,,FYB,FPR2,PIK3AP1,TIMP2,,
AKR1A1,,CCR1,CAPZB,,,,NUP214,CASP1,CD81,ATP6V0B,,
RAN,,TFRC,COTL1,,,,HCLS1,CTSL,ANXA5,BLVRB,,
M6PR,,PYCARD,DRAM1,,,,FKBP1A,ATP6V1B2,ARPC3,PTGS2,,
ASF1B,,BASP1,GAL3ST4,,,,CD53,GPR183,HNMT,LILRB5,,
TPP1,,LYVE1,ZYX,,,,PSME1,EVI2B,PSTPIP2,PDE4DIP,,
ACP5,,NCF1,SNX2,,,,FMNL1,CFLAR,GNAI2,ATP6V1B2,,
SNRNP25,,PDE4DIP,ATP6AP1,,,,RHOA,ATP5E,NUB1,GAA,,
NAGA,,KCNMA1,CCL3L3,,,,ERICH1,LAP3,APOL3,EPB41L3,,
EZH2,,TMIGD3,TMEM37,,,,RP11-362F19.1,KYNU,CASP1,SPP1,,
COX5A,,PTAFR,PIK3AP1,,,,ADGRE5,LAMTOR4,CLEC10A,DAPK1,,
UHRF1,,HAVCR2,CD33,,,,AOAH,SLC31A2,ATP6V0C,TFEC,,
NUDT1,,ATP6V0D1,FPR1,,,,FCGR2A,TMEM176A,SNX6,AP2A2,,
PSMA4,,TSPAN4,RAC1,,,,CD300LF,IRS2,GM2A,FOS,,
IL10,,PIK3AP1,FAM49B,,,,PIK3AP1,TFRC,MAN2B1,LPAR6,,
CD83,,POMP,RENBP,,,,CD300C,LGALS9,MIR155HG,METRNL,,
HMGB3,,ATP6V0E1,TTYH3,,,,FFAR3,ANXA5,CD38,NABP1,,
,,FAM96A,FABP5,,,,,TPP1,P2RY6,RBPJ,,
,,TNFAIP2,CSF2RA,,,,,CDA,EMP3,SNX10,,
,,ITGAM,MERTK,,,,,POU2F2,POMP,RAB32,,
,,GAA,CLEC10A,,,,,SGK1,SCARB2,LRRC25,,
,,DSE,,,,,,RNASET2,RP11-160E2.6,GNA13,,
,,TBXAS1,,,,,,MYO1F,PRDX1,SMPDL3A,,
,,CTSA,,,,,,LAT2,ALOX5,AP2S1,,
,,SRGN,,,,,,PRKCB,LILRB3,MCOLN1,,
,,NAGK,,,,,,CD4,PHACTR1,SRGN,,
,,ME2,,,,,,CMTM6,CMPK2,PTAFR,,
,,GABARAP,,,,,,LRRC25,LYSMD2,NCF1,,
,,S100A10,,,,,,PDE4B,AP1S2,CNPY3,,
,,PPIF,,,,,,ZYX,KYNU,MAT2A,,
,,COMT,,,,,,GRINA,OAS2,PLA2G7,,
,,H2AFY,,,,,,RASSF4,CCL13,RAC1,,
,,SLC8A1,,,,,,RNF144B,PSMB10,HSPA6,,
,,HSPA6,,,,,,LY96,LCP1,IFI27,,
,,SCARB2,,,,,,GMFG,KCTD12,CLTC,,
,,ADAMDEC1,,,,,,ZNF385A,IL10,AP1S2,,
,,RAB32,,,,,,GNG5,PLBD1,GK,,
,,ATP6V0C,,,,,,LAIR1,NCF4,ATP6V1F,,
,,,,,,,,GNA13,CD53,PFKFB3,,
,,,,,,,,FAM49B,FERMT3,PLEKHO2,,
,,,,,,,,NUMB,HIF1A,ATP6V0C,,
,,,,,,,,MIR3945HG,GNB4,LILRB1,,
,,,,,,,,DUSP6,SDS,SLC8A1,,
,,,,,,,,ALOX5,NPL,KLF2,,
,,,,,,,,HCLS1,HLA-A,HEXB,,
,,,,,,,,MARCO,ADAMDEC1,EIF4A3,,
,,,,,,,,,HAVCR2,CLEC4A,,
,,,,,,,,,CD300A,RBM47,,
,,,,,,,,,CCRL2,LITAF,,
,,,,,,,,,LACTB,ACSL1,,
,,,,,,,,,VMO1,SH2B3,,
,,,,,,,,,RAC1,RANBP2,,
,,,,,,,,,GPR84,SLC11A1,,
,,,,,,,,,PFN1,NR1H3,,
,,,,,,,,,CLEC4A,OAZ1,,
,,,,,,,,,SPPL2A,SCARB2,,
,,,,,,,,,ARPC1B,IL10RA,,
,,,,,,,,,GCA,KCNMA1,,
,,,,,,,,,RGS1,COMT,,
,,,,,,,,,NMI,SLC15A3,,
,,,,,,,,,MOB1A,DRAM1,,
,,,,,,,,,LGALS3,LTC4S,,
,,,,,,,,,CHMP1B,FAM49A,,
,,,,,,,,,LPCAT2,BCAT1,,
,,,,,,,,,CMTM6,FAM49B,,
,,,,,,,,,ARPC5,EGR2,,
,,,,,,,,,COTL1,OTUD1,,
,,,,,,,,,CSTB,MGAT4A,,
,,,,,,,,,LINC01272,MTSS1,,
,,,,,,,,,C1orf54,LIMS1,,
,,,,,,,,,GLA,CCRL2,,
,,,,,,,,,FBP1,VEGFA,,
,,,,,,,,,NFKBIZ,CD302,,
,,,,,,,,,RNF13,CREBL2,,
,,,,,,,,,OAS3,ADAM9,,
,,,,,,,,,GBP2,ABHD12,,
,,,,,,,,,EPB41L3,MAN2B1,,
,,,,,,,,,FUOM,SLC16A3,,
,,,,,,,,,MXD1,IL13RA1,,
,,,,,,,,,KLF4,SLC43A2,,
,,,,,,,,,OSM,,,
,,,,,,,,,LHFPL2,,,
,,,,,,,,,AP2S1,,,
,,,,,,,,,DYNLT1,,,
,,,,,,,,,ARPC2,,,
,,,,,,,,,CARD16,,,
,,,,,,,,,UNC93B1,,,
,,,,,,,,,IL10RA,,,
,,,,,,,,,CNDP2,,,
,,,,,,,,,NR4A3,,,
,,,,,,,,,OAZ1,,,
,,,,,,,,,RNF144B,,,
,,,,,,,,,HLA-B,,,
,,,,,,,,,SCPEP1,,,
,,,,,,,,,AOAH,,,
,,,,,,,,,PPIF,,,
