p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene,classification tier,avg_strength,cluster0,celltype
0,1.205283267,0.475,0.072,0,T cells c9 NK cells AREG,IL2RB,subset,1.205283267,T_cells_c9_NK_cells_AREG,T
3.63e-285,1.174767265,0.569,0.2,1.08e-280,T cells c9 NK cells AREG,CCL4,subset,1.174767265,T_cells_c9_NK_cells_AREG,T
0,1.171419488,0.745,0.37,0,T cells c9 NK cells AREG,DUSP2,subset,1.171419488,T_cells_c9_NK_cells_AREG,T
0,2.943044748,0.84,0.063,0,T cells c10 NKT cells FCGR3A,GNLY,subset,2.943044748,T_cells_c10_NKT_cells_FCGR3A,T
0,2.773751952,0.972,0.143,0,T cells c10 NKT cells FCGR3A,NKG7,subset,2.773751952,T_cells_c10_NKT_cells_FCGR3A,T
0,2.377076081,0.8,0.078,0,T cells c10 NKT cells FCGR3A,GZMB,subset,2.377076081,T_cells_c10_NKT_cells_FCGR3A,T
0,2.275741593,0.559,0.004,0,T cells c10 NKT cells FCGR3A,FGFBP2,subset,2.275741593,T_cells_c10_NKT_cells_FCGR3A,T
0,2.190052629,0.686,0.065,0,T cells c10 NKT cells FCGR3A,PRF1,subset,2.190052629,T_cells_c10_NKT_cells_FCGR3A,T
0,2.044439528,0.727,0.066,0,T cells c10 NKT cells FCGR3A,KLRD1,subset,2.044439528,T_cells_c10_NKT_cells_FCGR3A,T
0,2.015453977,0.661,0.057,0,T cells c10 NKT cells FCGR3A,GZMH,subset,2.015453977,T_cells_c10_NKT_cells_FCGR3A,T
0,1.898665001,0.892,0.199,0,T cells c10 NKT cells FCGR3A,CCL4,subset,1.898665001,T_cells_c10_NKT_cells_FCGR3A,T
0,1.894967122,0.803,0.129,0,T cells c10 NKT cells FCGR3A,GZMA,subset,1.894967122,T_cells_c10_NKT_cells_FCGR3A,T
0,1.848384412,0.788,0.168,0,T cells c10 NKT cells FCGR3A,CST7,subset,1.848384412,T_cells_c10_NKT_cells_FCGR3A,T
0,1.713567273,0.713,0.113,0,T cells c10 NKT cells FCGR3A,CTSW,subset,1.713567273,T_cells_c10_NKT_cells_FCGR3A,T
0,1.573272621,0.566,0.098,0,T cells c10 NKT cells FCGR3A,KLRB1,subset,1.573272621,T_cells_c10_NKT_cells_FCGR3A,T
0,1.56795933,0.4,0.008,0,T cells c10 NKT cells FCGR3A,KLRF1,subset,1.56795933,T_cells_c10_NKT_cells_FCGR3A,T
0,1.533718113,0.255,0.013,0,T cells c10 NKT cells FCGR3A,MYOM2,subset,1.533718113,T_cells_c10_NKT_cells_FCGR3A,T
0,1.518387105,0.528,0.079,0,T cells c10 NKT cells FCGR3A,FCGR3A,subset,1.518387105,T_cells_c10_NKT_cells_FCGR3A,T
0,1.5175879860000001,0.477,0.059,0,T cells c10 NKT cells FCGR3A,PLAC8,subset,1.5175879860000001,T_cells_c10_NKT_cells_FCGR3A,T
0,1.463612485,0.893,0.256,0,T cells c10 NKT cells FCGR3A,CCL5,subset,1.463612485,T_cells_c10_NKT_cells_FCGR3A,T
1.79e-297,1.446772786,0.427,0.092,5.329999999999999e-293,T cells c10 NKT cells FCGR3A,SPON2,subset,1.446772786,T_cells_c10_NKT_cells_FCGR3A,T
0,1.444492215,0.611,0.147,0,T cells c10 NKT cells FCGR3A,HOPX,subset,1.444492215,T_cells_c10_NKT_cells_FCGR3A,T
0,1.423857453,0.53,0.117,0,T cells c10 NKT cells FCGR3A,CD247,subset,1.423857453,T_cells_c10_NKT_cells_FCGR3A,T
0,2.033532451,0.8,0.361,0,T cells c11 MKI67,HIST1H4C,subset,2.033532451,T_cells_c11_MKI67,T
0,2.021563077,0.902,0.311,0,T cells c11 MKI67,STMN1,subset,2.021563077,T_cells_c11_MKI67,T
0,1.89534768,0.878,0.325,0,T cells c11 MKI67,HMGB2,subset,1.89534768,T_cells_c11_MKI67,T
0,1.732359247,0.711,0.063,0,T cells c11 MKI67,TYMS,subset,1.732359247,T_cells_c11_MKI67,T
0,1.643311346,0.679,0.04,0,T cells c11 MKI67,MKI67,subset,1.643311346,T_cells_c11_MKI67,T
1.41e-305,1.635803288,0.419,0.078,4.18e-301,T cells c11 MKI67,CXCL13,subset,1.635803288,T_cells_c11_MKI67,T
0,1.634643816,0.931,0.557,0,T cells c11 MKI67,TUBB,subset,1.634643816,T_cells_c11_MKI67,T
0,1.612378821,0.936,0.611,0,T cells c11 MKI67,HMGN2,subset,1.612378821,T_cells_c11_MKI67,T
0,1.586508545,0.944,0.648,0,T cells c11 MKI67,TUBA1B,subset,1.586508545,T_cells_c11_MKI67,T
0,1.565102741,0.605,0.033,0,T cells c11 MKI67,RRM2,subset,1.565102741,T_cells_c11_MKI67,T
0,1.457890538,0.549,0.051,0,T cells c11 MKI67,UBE2C,subset,1.457890538,T_cells_c11_MKI67,T
0,1.364343812,0.727,0.135,0,T cells c11 MKI67,PTTG1,subset,1.364343812,T_cells_c11_MKI67,T
0,1.339555368,0.586,0.064,0,T cells c11 MKI67,CENPF,subset,1.339555368,T_cells_c11_MKI67,T
0,1.337774233,0.878,0.311,0,T cells c11 MKI67,CORO1A,subset,1.337774233,T_cells_c11_MKI67,T
0,1.315976077,0.607,0.053,0,T cells c11 MKI67,NUSAP1,subset,1.315976077,T_cells_c11_MKI67,T
0,1.246060841,0.533,0.034,0,T cells c11 MKI67,TOP2A,subset,1.246060841,T_cells_c11_MKI67,T
0,1.243813159,0.428,0.085,0,T cells c11 MKI67,HIST1H1E,subset,1.243813159,T_cells_c11_MKI67,T
0,1.203447903,0.978,0.86,0,T cells c11 MKI67,PFN1,subset,1.203447903,T_cells_c11_MKI67,T
0,1.202529232,0.962,0.804,0,T cells c11 MKI67,HMGB1,subset,1.202529232,T_cells_c11_MKI67,T
0,1.187586938,0.944,0.689,0,T cells c11 MKI67,H2AFZ,subset,1.187586938,T_cells_c11_MKI67,T
