cluster,gene,avg_logFC,p_val,p_val_adj,pct.1,pct.2,celltype,avg_strength
CD4_c6_Tn_FHIT,TRABD2A,0.38066659854079,3.24653959250739e-199,2.54389102850102e-194,0.212,0.107,T,0.38066659854079
CD4_c6_Tn_FHIT,MAL,0.380261943087791,6.03932113013436e-222,4.73223085793938e-217,0.37,0.225,T,0.380261943087791
CD4_c6_Tn_FHIT,TSHZ2,0.3645086627281,1.21636503645181e-184,9.53107151612545e-180,0.274,0.157,T,0.3645086627281
CD4_c6_Tn_FHIT,TXK,0.353648422768872,2.88378019921834e-267,2.25964365070152e-262,0.202,0.087,T,0.353648422768872
CD4_c6_Tn_FHIT,TOMM7,0.344368902806676,0,0,0.914,0.834,T,0.344368902806676
CD4_c6_Tn_FHIT,LDLRAP1,0.34167913323195,2.17540649162368e-165,1.70458326464156e-160,0.236,0.132,T,0.34167913323195
CD4_c6_Tn_FHIT,ACTN1,0.320700867091187,5.90187421086123e-187,4.62453157540453e-182,0.167,0.077,T,0.320700867091187
CD4_c6_Tn_FHIT,VAMP2,0.314634902548061,9.34782763500704e-139,7.32467729996246e-134,0.501,0.396,T,0.314634902548061
CD4_c6_Tn_FHIT,RASGRP2,0.312119488808756,9.12131778657234e-145,7.14719097802449e-140,0.273,0.168,T,0.312119488808756
CD4_c6_Tn_FHIT,LDHB,0.311677191495658,2.27130470820292e-272,1.77972623020656e-267,0.8,0.678,T,0.311677191495658
CD4_c6_Tn_FHIT,C1orf162,0.302912256104798,6.82793593665585e-158,5.35016576188543e-153,0.215,0.116,T,0.302912256104798
CD4_c6_Tn_FHIT,ATM,0.298703474892227,2.61617862703159e-116,2.04995908678314e-111,0.371,0.271,T,0.298703474892227
CD4_c6_Tn_FHIT,FAM65B,0.290694509561296,3.46326334058022e-92,2.71370925577844e-87,0.214,0.138,T,0.290694509561296
CD4_c6_Tn_FHIT,TMIGD2,0.282913877642379,1.1099484398742e-219,8.69722299032231e-215,0.127,0.047,T,0.282913877642379
CD4_c6_Tn_FHIT,AES,0.280130635547507,1.48678879585018e-153,1.16500309676432e-148,0.591,0.47,T,0.280130635547507
CD4_c6_Tn_FHIT,ATP5O,0.279252870118556,5.682180352696e-114,4.45238605896201e-109,0.33,0.226,T,0.279252870118556
CD4_c6_Tn_FHIT,KLF3,0.272878447430853,2.00792565932364e-136,1.57335030887622e-131,0.258,0.157,T,0.272878447430853
CD4_c6_Tn_FHIT,UQCRB,0.272788340769315,4.7252052481132e-190,3.70252907626406e-185,0.794,0.738,T,0.272788340769315
CD4_c6_Tn_FHIT,KLF2,0.271355055375046,1.82589086435269e-239,1.43071330458084e-234,0.507,0.319,T,0.271355055375046
CD4_c6_Tn_FHIT,UBA52,0.263233929898807,0,0,0.97,0.94,T,0.263233929898807
CD4_c6_Tn_FHIT,MYC,0.261086272905438,9.00074476945811e-92,7.05271357900429e-87,0.191,0.117,T,0.261086272905438
CD4_c6_Tn_FHIT,FOXP1,0.258897094349115,2.92052431524658e-97,2.28843523769776e-92,0.48,0.389,T,0.258897094349115
CD4_c6_Tn_FHIT,ABLIM1,0.258580478364649,1.42474430348963e-69,1.11638689388537e-64,0.256,0.184,T,0.258580478364649
CD4_c6_Tn_FHIT,APBA2,0.258375019641122,1.58517963885135e-180,1.24209920961475e-175,0.134,0.056,T,0.258375019641122
CD4_c6_Tn_FHIT,SH3YL1,0.257156105384016,1.38864563166829e-97,1.08810105760632e-92,0.195,0.12,T,0.257156105384016
CD4_c6_Tn_FHIT,NPM1,0.250461701346778,3.28543379848036e-244,2.57436736147525e-239,0.871,0.812,T,0.250461701346778
CD4_c7_Tn_TCEA3,TCEA3,1.8059299437685,0,0,1,0.009,T,1.8059299437685
CD4_c7_Tn_TCEA3,NOSIP,0.640482530764412,0,0,0.638,0.36,T,0.640482530764412
CD4_c7_Tn_TCEA3,TCF7,0.544056930811033,0,0,0.549,0.289,T,0.544056930811033
CD4_c7_Tn_TCEA3,LEF1,0.504463558689557,6.82436288539739e-300,5.34736602611083e-295,0.454,0.232,T,0.504463558689557
CD4_c7_Tn_TCEA3,MAL,0.47381809303036,1.04340906986583e-286,8.17584044874775e-282,0.445,0.226,T,0.47381809303036
CD4_c7_Tn_TCEA3,C1orf162,0.472969040631736,1.67814674001638e-276,1.31494544107464e-271,0.287,0.116,T,0.472969040631736
CD4_c7_Tn_TCEA3,LDLRAP1,0.47095805938286,4.41662305658e-248,3.46073332844439e-243,0.3,0.133,T,0.47095805938286
CD4_c7_Tn_TCEA3,FLT3LG,0.457771487213481,6.063574174265e-198,4.75123481572883e-193,0.414,0.241,T,0.457771487213481
CD4_c7_Tn_TCEA3,EIF3E,0.445935369686911,0,0,0.82,0.638,T,0.445935369686911
CD4_c7_Tn_TCEA3,RASGRP2,0.432841252774608,3.51891929051542e-207,2.75731958846917e-202,0.335,0.168,T,0.432841252774608
CD4_c7_Tn_TCEA3,AES,0.432761360436074,7.86283907434422e-274,6.1610848134839e-269,0.685,0.47,T,0.432761360436074
CD4_c7_Tn_TCEA3,SELL,0.432576561425863,5.57822461027497e-286,4.37092945787315e-281,0.609,0.357,T,0.432576561425863
CD4_c7_Tn_TCEA3,AIF1,0.407405598992101,2.61879600092983e-220,2.05200998244859e-215,0.175,0.06,T,0.407405598992101
CD4_c7_Tn_TCEA3,PLAC8,0.403413326915694,2.7105218611933e-196,2.12388361477523e-191,0.334,0.168,T,0.403413326915694
CD4_c7_Tn_TCEA3,DONSON,0.3889526298472,6.3460540115066e-157,4.97257754179623e-152,0.149,0.055,T,0.3889526298472
CD4_c7_Tn_TCEA3,TRABD2A,0.383790260368617,5.40251968551313e-169,4.23325234997753e-164,0.237,0.109,T,0.383790260368617
CD4_c7_Tn_TCEA3,GLTSCR2,0.373032360717698,3.59899720281117e-99,2.82006623820674e-94,0.537,0.42,T,0.373032360717698
CD4_c7_Tn_TCEA3,LDHB,0.366980495409805,4.18456424084642e-296,3.27889900220003e-291,0.854,0.679,T,0.366980495409805
CD4_c7_Tn_TCEA3,ADD3,0.364355982752142,9.50587206977632e-134,7.44851617771463e-129,0.42,0.275,T,0.364355982752142
CD4_c7_Tn_TCEA3,SMDT1,0.356223234867198,1.08386269333015e-160,8.49282290612709e-156,0.555,0.393,T,0.356223234867198
CD4_c7_Tn_TCEA3,C6orf48,0.354713765638498,4.70011696224203e-118,3.68287064810399e-113,0.421,0.283,T,0.354713765638498
CD4_c7_Tn_TCEA3,MYC,0.349088010875934,1.70989199249026e-116,1.3398200685556e-111,0.226,0.117,T,0.349088010875934
CD4_c7_Tn_TCEA3,RIPOR2,0.342168451460951,7.5094933902111e-83,5.88421373576771e-78,0.216,0.125,T,0.342168451460951
CD4_c7_Tn_TCEA3,TRAF3IP3,0.338834078372296,3.70359744708009e-145,2.90202785160854e-140,0.537,0.372,T,0.338834078372296
CD4_c7_Tn_TCEA3,TXK,0.335615721251071,1.73786223145287e-152,1.36173670869952e-147,0.202,0.089,T,0.335615721251071
CD4_c7_Tn_TCEA3,FHIT,0.331440804747997,5.02071043379628e-155,3.93407807460975e-150,0.17,0.068,T,0.331440804747997
CD4_c7_Tn_TCEA3,BIN2,0.32976452554003,1.14119657756262e-115,8.94207402280744e-111,0.41,0.272,T,0.32976452554003
CD4_c7_Tn_TCEA3,CD48,0.329409601639435,4.68604768495323e-186,3.6718463844988e-181,0.711,0.533,T,0.329409601639435
CD4_c7_Tn_TCEA3,GPSM3,0.325330691936563,2.03409507233417e-172,1.59385587582888e-167,0.684,0.523,T,0.325330691936563
CD4_c7_Tn_TCEA3,ALKBH7,0.323931945568872,8.83301596385574e-95,6.92128631879844e-90,0.36,0.245,T,0.323931945568872
CD4_c7_Tn_TCEA3,ATM,0.323576627423264,1.28686393711676e-110,1.00834797520658e-105,0.407,0.272,T,0.323576627423264
CD4_c7_Tn_TCEA3,FBL,0.320968307806777,1.08873839446318e-101,8.53102743749518e-97,0.426,0.304,T,0.320968307806777
CD4_c7_Tn_TCEA3,SH3BP5,0.320215686917134,7.51434853520221e-96,5.88801808172839e-91,0.215,0.118,T,0.320215686917134
CD4_c7_Tn_TCEA3,CDC25B,0.317337306141289,1.96413140496146e-91,1.53903444498565e-86,0.241,0.14,T,0.317337306141289
CD4_c7_Tn_TCEA3,EIF2S3,0.315133653044007,1.33286968831255e-106,1.04439670167106e-101,0.46,0.332,T,0.315133653044007
CD4_c7_Tn_TCEA3,ACTN1,0.315112758264015,1.43841374543589e-118,1.1270978585112e-113,0.172,0.079,T,0.315112758264015
CD4_c7_Tn_TCEA3,PSIP1,0.312618364823909,1.99259968288206e-96,1.56134133351589e-91,0.41,0.291,T,0.312618364823909
CD4_c7_Tn_TCEA3,CCND3,0.311862359354471,5.68116910379728e-132,4.45159367466243e-127,0.534,0.38,T,0.311862359354471
CD4_c7_Tn_TCEA3,BIN1,0.311453335137341,1.9747983431197e-95,1.54739273771831e-90,0.365,0.247,T,0.311453335137341
CD4_c7_Tn_TCEA3,EIF3L,0.311384748637864,1.32283877519993e-158,1.03653677908341e-153,0.659,0.509,T,0.311384748637864
CD4_c7_Tn_TCEA3,UXT,0.308672423750367,1.07191235521254e-126,8.39918364173893e-122,0.587,0.457,T,0.308672423750367
CD4_c7_Tn_TCEA3,VAMP2,0.296712370885225,1.72185058106798e-103,1.34919045980743e-98,0.526,0.397,T,0.296712370885225
CD4_c7_Tn_TCEA3,STMN3,0.29127806428263,5.93707137839686e-101,4.65211101997043e-96,0.216,0.116,T,0.29127806428263
CD4_c7_Tn_TCEA3,CCR7,0.288711100525675,5.15190927506412e-155,4.03688155066199e-150,0.491,0.303,T,0.288711100525675
CD4_c7_Tn_TCEA3,SELENOH,0.288636949433095,3.28007526916942e-44,2.57016857866308e-39,0.21,0.145,T,0.288636949433095
CD4_c7_Tn_TCEA3,SH3YL1,0.287383892425556,2.53176733347783e-90,1.98381692949323e-85,0.217,0.121,T,0.287383892425556
CD4_c7_Tn_TCEA3,SPINT2,0.287331552394217,1.49852174429542e-79,1.17419668317756e-74,0.199,0.112,T,0.287331552394217
CD4_c7_Tn_TCEA3,EEF1B2,0.285767402129362,1.52974504389235e-260,1.19866232404273e-255,0.962,0.859,T,0.285767402129362
CD4_c7_Tn_TCEA3,KLF2,0.285434359497744,1.74042933013955e-206,1.36374821021744e-201,0.555,0.321,T,0.285434359497744
CD4_c7_Tn_TCEA3,NUCB2,0.285041176689017,4.18017241261012e-74,3.27545769734891e-69,0.238,0.145,T,0.285041176689017
CD4_c8_Tf17,GNLY,1.4792170230005,4.71694977392426e-303,3.69606033435383e-298,0.21,0.068,T,1.4792170230005
CD4_c8_Tf17,SLC1A4,1.06810682773374,0,0,0.452,0.056,T,1.06810682773374
CD4_c8_Tf17,CTSH,1.02449533432099,0,0,0.573,0.076,T,1.02449533432099
CD4_c8_Tf17,CXCR6,1.01597893921305,0,0,0.674,0.154,T,1.01597893921305
CD4_c8_Tf17,LGALS3,0.981273571034888,0,0,0.733,0.226,T,0.981273571034888
CD4_c8_Tf17,PLIN2,0.919607967887308,0,0,0.636,0.229,T,0.919607967887308
CD4_c8_Tf17,JAML,0.881857860201094,0,0,0.607,0.136,T,0.881857860201094
CD4_c8_Tf17,KLRB1,0.852791936598153,0,0,0.752,0.283,T,0.852791936598153
CD4_c8_Tf17,IL17F,0.82892897915007,0,0,0.131,0.002,T,0.82892897915007
CD4_c8_Tf17,IL17A,0.78643232221821,0,0,0.131,0.005,T,0.78643232221821
CD4_c8_Tf17,HSP90AA1,0.771695015918787,0,0,0.965,0.744,T,0.771695015918787
CD4_c8_Tf17,BHLHE40,0.764705187254849,0,0,0.574,0.168,T,0.764705187254849
CD4_c8_Tf17,CCL20,0.749008604668019,0,0,0.331,0.059,T,0.749008604668019
CD4_c8_Tf17,HSPA8,0.737460532668356,0,0,0.966,0.783,T,0.737460532668356
CD4_c8_Tf17,ALOX5AP,0.730014799931938,0,0,0.826,0.384,T,0.730014799931938
CD4_c8_Tf17,SPOCK2,0.718456695058342,0,0,0.888,0.581,T,0.718456695058342
CD4_c8_Tf17,S100A4,0.71300305842958,0,0,0.968,0.726,T,0.71300305842958
CD4_c8_Tf17,RBPJ,0.713001491834279,0,0,0.73,0.279,T,0.713001491834279
CD4_c8_Tf17,PKIG,0.70394232957116,0,0,0.246,0.015,T,0.70394232957116
CD4_c8_Tf17,PHLDA1,0.687215015086388,0,0,0.554,0.187,T,0.687215015086388
CD4_c8_Tf17,GAPDH,0.678542700815998,0,0,0.989,0.859,T,0.678542700815998
CD4_c8_Tf17,RORA,0.664818024340948,0,0,0.795,0.347,T,0.664818024340948
CD4_c8_Tf17,CCR6,0.660667429524374,0,0,0.492,0.135,T,0.660667429524374
CD4_c8_Tf17,MSC,0.658814221654132,0,0,0.31,0.022,T,0.658814221654132
CD4_c8_Tf17,FURIN,0.65878967164418,0,0,0.438,0.078,T,0.65878967164418
CD4_c8_Tf17,LPXN,0.649105362760353,0,0,0.65,0.256,T,0.649105362760353
CD4_c8_Tf17,CCL4,0.63353140016629494,1.40484659048836e-34,1.10079564290896e-29,0.179,0.12,T,0.63353140016629494
CD4_c8_Tf17,PDCD4,0.625004622192045,0,0,0.749,0.424,T,0.625004622192045
CD4_c8_Tf17,CLDND1,0.616116734647892,0,0,0.581,0.253,T,0.616116734647892
CD4_c8_Tf17,FKBP4,0.612509007243455,0,0,0.521,0.148,T,0.612509007243455
CD4_c8_Tf17,LGALS1,0.610443042494859,0,0,0.571,0.289,T,0.610443042494859
CD4_c8_Tf17,AHR,0.606075582319559,0,0,0.44,0.127,T,0.606075582319559
CD4_c8_Tf17,TNFRSF18,0.604227631855868,0,0,0.576,0.214,T,0.604227631855868
CD4_c8_Tf17,TANK,0.599415708739933,0,0,0.599,0.239,T,0.599415708739933
CD4_c8_Tf17,CACYBP,0.598833718004443,0,0,0.793,0.372,T,0.598833718004443
CD4_c8_Tf17,ZEB2,0.596543991064173,0,0,0.398,0.076,T,0.596543991064173
CD4_c8_Tf17,KIAA0319L,0.590425295258711,0,0,0.396,0.112,T,0.590425295258711
CD4_c8_Tf17,CAPG,0.589125460416187,0,0,0.434,0.129,T,0.589125460416187
CD4_c8_Tf17,TIFA,0.588807357363908,0,0,0.455,0.124,T,0.588807357363908
CD4_c8_Tf17,NCDN,0.586507821114723,0,0,0.326,0.055,T,0.586507821114723
CD4_c8_Tf17,SOX4,0.584597014709748,1.80290325655724e-294,1.41270090474055e-289,0.17,0.049,T,0.584597014709748
CD4_c8_Tf17,ANXA5,0.584047180840082,0,0,0.657,0.272,T,0.584047180840082
CD4_c8_Tf17,ADAM19,0.583749770400959,0,0,0.429,0.104,T,0.583749770400959
CD4_c8_Tf17,DNAJA1,0.569982383283874,0,0,0.814,0.421,T,0.569982383283874
CD4_c8_Tf17,H2AFZ,0.562935062519038,0,0,0.797,0.505,T,0.562935062519038
CD4_c8_Tf17,ATP2B4,0.558442367248851,0,0,0.526,0.166,T,0.558442367248851
CD4_c8_Tf17,HSP90AB1,0.558397948733784,0,0,0.922,0.685,T,0.558397948733784
CD4_c8_Tf17,LMO4,0.557196012624489,0,0,0.354,0.081,T,0.557196012624489
CD4_c8_Tf17,GNA15,0.557037728695187,0,0,0.378,0.084,T,0.557037728695187
CD4_c8_Tf17,SQSTM1,0.556615234426841,0,0,0.748,0.415,T,0.556615234426841
CD4_c9_Tn_TCF7_SLC40A1,SLC40A1,1.89287370922925,0,0,0.999,0.023,T,1.89287370922925
CD4_c9_Tn_TCF7_SLC40A1,TCF7,0.58656442021635,6.29711569244364e-306,4.93423094312806e-301,0.536,0.289,T,0.58656442021635
CD4_c9_Tn_TCF7_SLC40A1,NOSIP,0.50257925659335,5.6211298087667e-223,4.40454868425533e-218,0.555,0.362,T,0.50257925659335
CD4_c9_Tn_TCF7_SLC40A1,LEF1,0.490533794090101,4.50650970318093e-235,3.53116580812148e-230,0.438,0.233,T,0.490533794090101
CD4_c9_Tn_TCF7_SLC40A1,MAL,0.473765683514597,4.49403921944454e-221,3.52139431118015e-216,0.424,0.226,T,0.473765683514597
CD4_c9_Tn_TCF7_SLC40A1,SELL,0.462836055484072,3.78700103250237e-225,2.96738039903788e-220,0.58,0.358,T,0.462836055484072
CD4_c9_Tn_TCF7_SLC40A1,C1orf162,0.451274970202793,1.505229873145e-222,1.17945297170023e-217,0.275,0.116,T,0.451274970202793
CD4_c9_Tn_TCF7_SLC40A1,LDLRAP1,0.403342984740284,5.8357849712782e-146,4.57274602994446e-141,0.267,0.134,T,0.403342984740284
CD4_c9_Tn_TCF7_SLC40A1,FLT3LG,0.397178043488523,1.00383771553119e-141,7.86577118758775e-137,0.397,0.242,T,0.397178043488523
CD4_c9_Tn_TCF7_SLC40A1,KLF2,0.39405663046039,6.48100428112195e-129,5.07832052455873e-124,0.501,0.323,T,0.39405663046039
CD4_c9_Tn_TCF7_SLC40A1,EEF1G,0.387392101682583,5.80681072980792e-60,4.55004268355559e-55,0.45,0.358,T,0.387392101682583
CD4_c9_Tn_TCF7_SLC40A1,TRABD2A,0.383973753879476,2.61120350418437e-133,2.04606072977374e-128,0.226,0.109,T,0.383973753879476
CD4_c9_Tn_TCF7_SLC40A1,SORL1,0.383458524627042,4.13776943207825e-112,3.24223199389355e-107,0.331,0.2,T,0.383458524627042
CD4_c9_Tn_TCF7_SLC40A1,RASGRP2,0.380265957865127,1.55489598953368e-135,1.2183698505189e-130,0.309,0.169,T,0.380265957865127
CD4_c9_Tn_TCF7_SLC40A1,AES,0.37417718012572,2.3185544363864e-126,1.81674969971929e-121,0.613,0.472,T,0.37417718012572
CD4_c9_Tn_TCF7_SLC40A1,ATM,0.368387945081429,1.52054021102065e-90,1.19144969314945e-85,0.396,0.273,T,0.368387945081429
CD4_c9_Tn_TCF7_SLC40A1,INPP4B,0.361105682356708,4.7338668610264e-91,3.7093160562944604e-86,0.327,0.209,T,0.361105682356708
CD4_c9_Tn_TCF7_SLC40A1,CD48,0.345596321000586,1.69427520841268e-147,1.32758322505593e-142,0.683,0.534,T,0.345596321000586
CD4_c9_Tn_TCF7_SLC40A1,CCR7,0.34157114037063,7.43336904766056e-115,5.82456498467538e-110,0.463,0.304,T,0.34157114037063
CD4_c9_Tn_TCF7_SLC40A1,LDHB,0.335492054016367,2.13737680938324e-176,1.67478434652842e-171,0.797,0.681,T,0.335492054016367
CD4_c9_Tn_TCF7_SLC40A1,PLAC8,0.335193995536009,2.73000722628525e-115,2.13915176230033e-110,0.301,0.169,T,0.335193995536009
CD4_c9_Tn_TCF7_SLC40A1,TMC8,0.335101538181701,2.49615728099731e-66,1.95591396067106e-61,0.315,0.217,T,0.335101538181701
CD4_c9_Tn_TCF7_SLC40A1,SCML4,0.330968597831443,1.44768371148237e-79,1.13436152580624e-74,0.246,0.146,T,0.330968597831443
CD4_c9_Tn_TCF7_SLC40A1,TMEM66,0.329764218145234,4.13012007941649e-34,3.23623819062838e-29,0.236,0.168,T,0.329764218145234
CD4_c9_Tn_TCF7_SLC40A1,FAM65B,0.321391273869422,1.96876087312998e-62,1.54266195735846e-57,0.225,0.139,T,0.321391273869422
CD4_c9_Tn_TCF7_SLC40A1,ADD3,0.313043516120872,8.36038903854856e-79,6.5509500389355e-74,0.391,0.276,T,0.313043516120872
CD4_c9_Tn_TCF7_SLC40A1,ABLIM1,0.312368709205159,3.1577958790401e-73,2.47435411693945e-68,0.287,0.185,T,0.312368709205159
CD4_c9_Tn_TCF7_SLC40A1,RIPOR2,0.311374695840776,7.11708341574434e-50,5.57673305207479e-45,0.196,0.125,T,0.311374695840776
CD4_c9_Tn_TCF7_SLC40A1,ITGA6,0.307047301264501,4.16308354825119e-101,3.26206737590318e-96,0.145,0.064,T,0.307047301264501
CD4_c9_Tn_TCF7_SLC40A1,GLTSCR2,0.298639254889723,5.64512694123008e-50,4.42335211733965e-45,0.507,0.42,T,0.298639254889723
CD4_c9_Tn_TCF7_SLC40A1,TMEM123,0.293137033200794,3.06804214993987e-88,2.40402578742838e-83,0.551,0.434,T,0.293137033200794
CD4_c9_Tn_TCF7_SLC40A1,ACTN1,0.29132581512387,5.29794850995686e-72,4.15131351394689e-67,0.154,0.079,T,0.29132581512387
CD4_c9_Tn_TCF7_SLC40A1,ARHGAP15,0.290132162041963,2.14495430941514e-57,1.68072184822842e-52,0.425,0.335,T,0.290132162041963
CD4_c9_Tn_TCF7_SLC40A1,CISH,0.285766069109646,3.27359461091342e-66,2.56509052927342e-61,0.154,0.081,T,0.285766069109646
CD4_c9_Tn_TCF7_SLC40A1,EEF1B2,0.283133833894132,3.14843411605032e-192,2.46701852031354e-187,0.927,0.86,T,0.283133833894132
CD4_c9_Tn_TCF7_SLC40A1,ARHGAP45,0.282519594967489,3.24954929578823e-31,2.54624934170079e-26,0.189,0.134,T,0.282519594967489
CD4_c9_Tn_TCF7_SLC40A1,DGKA,0.280485384780721,7.1597787353578e-56,5.61018782366431e-51,0.319,0.228,T,0.280485384780721
CD4_c9_Tn_TCF7_SLC40A1,STMN3,0.277579471866776,2.24923240130245e-65,1.76243103268856e-60,0.199,0.117,T,0.277579471866776
CD4_c9_Tn_TCF7_SLC40A1,RASA3,0.277025788853957,1.52429790189902e-61,1.19439410699101e-56,0.227,0.141,T,0.277025788853957
CD4_c9_Tn_TCF7_SLC40A1,IFITM1,0.276045684790453,4.98550507895018e-86,3.90649221471299e-81,0.654,0.543,T,0.276045684790453
CD4_c9_Tn_TCF7_SLC40A1,SUN2,0.27527513181868,8.52988288918814e-43,6.68376033548115e-38,0.34,0.264,T,0.27527513181868
CD4_c9_Tn_TCF7_SLC40A1,FHIT,0.275155648213129,2.77763848674305e-97,2.17647418905725e-92,0.152,0.069,T,0.275155648213129
CD4_c9_Tn_TCF7_SLC40A1,GIMAP5,0.274633976035823,1.07209751277073e-51,8.40063448081767e-47,0.219,0.141,T,0.274633976035823
CD4_c9_Tn_TCF7_SLC40A1,TXK,0.274296965095845,1.85252814630169e-88,1.45158547959762e-83,0.179,0.09,T,0.274296965095845
CD4_c9_Tn_TCF7_SLC40A1,CCND3,0.268953623201962,1.0639206443433e-73,8.33656299288085e-69,0.498,0.381,T,0.268953623201962
CD4_c9_Tn_TCF7_SLC40A1,S1PR1,0.268789641037229,1.13493959528307e-79,8.8930461867596e-75,0.226,0.128,T,0.268789641037229
CD4_c9_Tn_TCF7_SLC40A1,GPSM3,0.268570503758857,2.97236882737555e-90,2.32905904206666e-85,0.636,0.525,T,0.268570503758857
CD4_c9_Tn_TCF7_SLC40A1,TC2N,0.26778447479999,6.90837712299705e-59,5.41319706226679e-54,0.328,0.23,T,0.26778447479999
CD4_c9_Tn_TCF7_SLC40A1,TRAF3IP3,0.2673686410637,1.8578304818877e-74,1.45574023069274e-69,0.493,0.374,T,0.2673686410637
CD4_c9_Tn_TCF7_SLC40A1,TESPA1,0.267135756796422,1.76879699012368e-49,1.38597625755121e-44,0.259,0.179,T,0.267135756796422
CD4_c10_Tn_LEF1_ANKRD55,ANKRD55,1.89763010245407,0,0,1,0.015,T,1.89763010245407
CD4_c10_Tn_LEF1_ANKRD55,LEF1,0.605715443281192,0,0,0.48,0.233,T,0.605715443281192
CD4_c10_Tn_LEF1_ANKRD55,TCF7,0.550368363200179,3.05601323203251e-247,2.39460028822372e-242,0.523,0.29,T,0.550368363200179
CD4_c10_Tn_LEF1_ANKRD55,NOSIP,0.544805232661219,2.40447899943145e-215,1.8840776095845e-210,0.561,0.363,T,0.544805232661219
CD4_c10_Tn_LEF1_ANKRD55,SELL,0.515779735044929,5.68288019336738e-224,4.45293443311688e-219,0.583,0.359,T,0.515779735044929
CD4_c10_Tn_LEF1_ANKRD55,IL6ST,0.473998882748726,1.58158145341344e-125,1.23927977945117e-120,0.399,0.246,T,0.473998882748726
CD4_c10_Tn_LEF1_ANKRD55,LDLRAP1,0.471448626022728,4.28506308724892e-180,3.35764688327564e-175,0.291,0.134,T,0.471448626022728
CD4_c10_Tn_LEF1_ANKRD55,RIPOR2,0.465535138728696,1.26701792341157e-123,9.92797234247606e-119,0.248,0.125,T,0.465535138728696
CD4_c10_Tn_LEF1_ANKRD55,FYB1,0.451552838382405,1.95281534490431e-110,1.53016751980667e-105,0.409,0.266,T,0.451552838382405
CD4_c10_Tn_LEF1_ANKRD55,TRABD2A,0.445505584407555,8.53137170804764e-169,6.68492692927489e-164,0.25,0.109,T,0.445505584407555
CD4_c10_Tn_LEF1_ANKRD55,ATM,0.426889054467245,5.45022289562705e-111,4.27063115432649e-106,0.416,0.273,T,0.426889054467245
CD4_c10_Tn_LEF1_ANKRD55,C1orf162,0.421597661379633,1.12794527181177e-152,8.83824076633549e-148,0.256,0.117,T,0.421597661379633
CD4_c10_Tn_LEF1_ANKRD55,TXNIP,0.410303555378765,1.78601734137103e-186,1.3994696081781e-181,0.852,0.673,T,0.410303555378765
CD4_c10_Tn_LEF1_ANKRD55,MCUB,0.402528005246365,1.65662261960051e-109,1.29807978604037e-104,0.27,0.147,T,0.402528005246365
CD4_c10_Tn_LEF1_ANKRD55,TXK,0.397629269622411,8.56052493734496e-148,6.70777052515539e-143,0.212,0.09,T,0.397629269622411
CD4_c10_Tn_LEF1_ANKRD55,CCR7,0.395963602842541,9.24120365374725e-146,7.24112994696673e-141,0.491,0.304,T,0.395963602842541
CD4_c10_Tn_LEF1_ANKRD55,SCML4,0.386188068105801,6.51591031557804e-102,5.10567184597749e-97,0.266,0.146,T,0.386188068105801
CD4_c10_Tn_LEF1_ANKRD55,ARHGAP45,0.377074184199896,6.07571494179688e-79,4.76074795694378e-74,0.234,0.133,T,0.377074184199896
CD4_c10_Tn_LEF1_ANKRD55,RASGRP2,0.363896332708087,2.40292347919232e-112,1.88285875059073e-107,0.305,0.17,T,0.363896332708087
CD4_c10_Tn_LEF1_ANKRD55,MAL,0.363301158114117,1.08260755222542e-113,8.48298799697275e-109,0.376,0.228,T,0.363301158114117
CD4_c10_Tn_LEF1_ANKRD55,SERINC5,0.361418088050804,1.11346410085453e-68,8.72477065506584e-64,0.263,0.165,T,0.361418088050804
CD4_c10_Tn_LEF1_ANKRD55,INPP4B,0.357940810620451,9.6884887331988e-70,7.59160911667258e-65,0.316,0.21,T,0.357940810620451
CD4_c10_Tn_LEF1_ANKRD55,PLAC8,0.356636165823996,5.50703194748504e-109,4.31514502309085e-104,0.303,0.169,T,0.356636165823996
CD4_c10_Tn_LEF1_ANKRD55,TSHZ2,0.353144816137762,4.28934106288007e-74,3.36099897664093e-69,0.265,0.16,T,0.353144816137762
CD4_c10_Tn_LEF1_ANKRD55,FHIT,0.351277558022191,3.71079203906562e-142,2.90766531805064e-137,0.176,0.068,T,0.351277558022191
CD4_c10_Tn_LEF1_ANKRD55,ACTN1,0.351085309960534,6.36549689603171e-108,4.98781240282357e-103,0.177,0.079,T,0.351085309960534
CD4_c10_Tn_LEF1_ANKRD55,KLF2,0.34953626438479,6.27860964177437e-98,4.91973015700514e-93,0.486,0.324,T,0.34953626438479
CD4_c10_Tn_LEF1_ANKRD55,MAML2,0.33385408009564,6.26014508316513e-65,4.9052618828157e-60,0.185,0.103,T,0.33385408009564
CD4_c10_Tn_LEF1_ANKRD55,FLT3LG,0.333276592900192,1.28660079463557e-77,1.00814178465259e-72,0.36,0.243,T,0.333276592900192
CD4_c10_Tn_LEF1_ANKRD55,TGFBR2,0.328477628115082,6.9881013354139e-41,5.47566656339027e-36,0.254,0.178,T,0.328477628115082
CD4_c10_Tn_LEF1_ANKRD55,GIMAP7,0.32743478187203,6.91153412173371e-91,5.41567079176688e-86,0.584,0.447,T,0.32743478187203
CD4_c10_Tn_LEF1_ANKRD55,LDHB,0.323609250115585,1.47510737267448e-153,1.15584988400654e-148,0.791,0.681,T,0.323609250115585
