cluster,gene,avg_logFC,p_val,p_val_adj,pct.1,pct.2,celltype,avg_strength
CD4_c10_Tn_LEF1_ANKRD55,AIF1,0.322967957937249,3.32135132330884e-110,2.60251125640511e-105,0.15,0.061,T,0.322967957937249
CD4_c10_Tn_LEF1_ANKRD55,SELENOH,0.322456764900153,1.55604004317966e-51,1.21926629663428e-46,0.226,0.145,T,0.322456764900153
CD4_c10_Tn_LEF1_ANKRD55,TRAF3IP3,0.320510425386715,4.11952136167704e-90,3.22793335336927e-85,0.509,0.374,T,0.320510425386715
CD4_c10_Tn_LEF1_ANKRD55,ABLIM1,0.315604940437916,1.26494187143435e-66,9.91170502199819e-62,0.289,0.185,T,0.315604940437916
CD4_c10_Tn_LEF1_ANKRD55,ADD3,0.309581660409877,1.01425961438836e-74,7.94743406046287e-70,0.393,0.276,T,0.309581660409877
CD4_c10_Tn_LEF1_ANKRD55,EIF3E,0.309448838258754,3.58910576849565e-111,2.81231560702014e-106,0.739,0.641,T,0.309448838258754
CD4_c10_Tn_LEF1_ANKRD55,MYC,0.309304219715984,2.45434562551071e-70,1.92315160178143e-65,0.211,0.118,T,0.309304219715984
CD4_c10_Tn_LEF1_ANKRD55,ATP5MC2,0.307190909345632,3.91086827452485e-55,3.06443905386944e-50,0.393,0.292,T,0.307190909345632
CD4_c10_Tn_LEF1_ANKRD55,OXNAD1,0.306692380244002,2.29024695023416e-65,1.79456880279498e-60,0.348,0.241,T,0.306692380244002
CD4_c10_Tn_LEF1_ANKRD55,DGKA,0.306087124637293,2.23702327677344e-51,1.75286432898137e-46,0.317,0.228,T,0.306087124637293
CD4_c10_Tn_LEF1_ANKRD55,TMC8,0.305562754784143,6.7422117878095e-55,5.28299489057389e-50,0.313,0.218,T,0.305562754784143
CD4_c10_Tn_LEF1_ANKRD55,CAMK4,0.301948880280594,3.66725279614623e-58,2.8735492734763e-53,0.381,0.278,T,0.301948880280594
CD4_c10_Tn_LEF1_ANKRD55,FCMR,0.299059184461288,4.26805296741657e-53,3.3443182636786e-48,0.299,0.206,T,0.299059184461288
CD4_c10_Tn_LEF1_ANKRD55,TC2N,0.297346508286379,4.35642033561229e-56,3.41356028237572e-51,0.329,0.231,T,0.297346508286379
CD4_c10_Tn_LEF1_ANKRD55,LPAR6,0.296742983683412,1.21105044054331e-59,9.48942793696526e-55,0.208,0.122,T,0.296742983683412
CD4_c10_Tn_LEF1_ANKRD55,AES,0.296700498040939,8.92545638028516e-90,6.99371985590004e-85,0.597,0.473,T,0.296700498040939
CD4_c10_Tn_LEF1_ANKRD55,FOXP1,0.295515286418097,1.17579979990475e-57,9.21321449211369e-53,0.489,0.391,T,0.295515286418097
CD4_c10_Tn_LEF1_ANKRD55,TESPA1,0.291926815744099,1.52416916791347e-44,1.19429323490196e-39,0.258,0.179,T,0.291926815744099
CD4_c11_Tisg,ISG15,2.07729385859141,0,0,0.883,0.257,T,2.07729385859141
CD4_c11_Tisg,IFI6,1.88988143945452,0,0,0.836,0.189,T,1.88988143945452
CD4_c11_Tisg,IFI44L,1.67780877914076,0,0,0.691,0.058,T,1.67780877914076
CD4_c11_Tisg,MX1,1.67519989244619,0,0,0.766,0.124,T,1.67519989244619
CD4_c11_Tisg,IFIT3,1.36507037459278,0,0,0.392,0.022,T,1.36507037459278
CD4_c11_Tisg,IFIT1,1.31442552460745,0,0,0.434,0.014,T,1.31442552460745
CD4_c11_Tisg,RSAD2,1.2967634449438,0,0,0.427,0.018,T,1.2967634449438
CD4_c11_Tisg,STAT1,1.27556360441682,5.99174041598913e-272,4.6949480377566e-267,0.685,0.227,T,1.27556360441682
CD4_c11_Tisg,MX2,1.25694394004219,0,0,0.592,0.115,T,1.25694394004219
CD4_c11_Tisg,OAS1,1.2562088904408,0,0,0.517,0.065,T,1.2562088904408
CD4_c11_Tisg,LY6E,1.25604360703801,0,0,0.899,0.435,T,1.25604360703801
CD4_c11_Tisg,XAF1,1.19741387920242,0,0,0.585,0.124,T,1.19741387920242
CD4_c11_Tisg,SAMD9L,1.15123891990482,0,0,0.473,0.093,T,1.15123891990482
CD4_c11_Tisg,OAS3,1.14540189880884,0,0,0.403,0.044,T,1.14540189880884
CD4_c11_Tisg,EIF2AK2,1.14114680226998,0,0,0.596,0.127,T,1.14114680226998
CD4_c11_Tisg,IFI44,1.10530198062175,0,0,0.505,0.071,T,1.10530198062175
CD4_c11_Tisg,HERC5,1.1015647276546,0,0,0.42,0.066,T,1.1015647276546
CD4_c11_Tisg,EPSTI1,1.06668855223443,3.42810906427341e-255,2.68616341949272e-250,0.552,0.15,T,1.06668855223443
CD4_c11_Tisg,ISG20,1.03612762975929,3.64038174435581e-194,2.85249392342488e-189,0.867,0.543,T,1.03612762975929
CD4_c11_Tisg,IRF7,1.03392292050358,4.92914356571359e-270,3.86232902378619e-265,0.566,0.152,T,1.03392292050358
CD4_c11_Tisg,OASL,1.0056226976765,6.71163933120117e-238,5.2590392307493e-233,0.368,0.075,T,1.0056226976765
CD4_c11_Tisg,IFIT2,0.970598918977511,0,0,0.227,0.017,T,0.970598918977511
CD4_c11_Tisg,GBP1,0.935582557985265,1.48996087072727e-177,1.1674886394757701e-172,0.398,0.105,T,0.935582557985265
CD4_c11_Tisg,IFI27,0.922493344895061,3.70866475355154e-76,2.90599844094038e-71,0.138,0.029,T,0.922493344895061
CD4_c11_Tisg,PARP9,0.888370249583145,4.57902517324372e-223,3.58798675499858e-218,0.4,0.09,T,0.888370249583145
CD4_c11_Tisg,SAMD9,0.881703217085586,7.97812897526068e-141,6.25142252114501e-136,0.44,0.146,T,0.881703217085586
CD4_c11_Tisg,CMPK2,0.878258322024151,0,0,0.314,0.013,T,0.878258322024151
CD4_c11_Tisg,IFITM1,0.862330457596723,7.24566504365352e-44,5.67748575825559e-39,0.695,0.545,T,0.862330457596723
CD4_c11_Tisg,RNF213,0.853660037110699,9.6087040344792e-135,7.52909222029687e-130,0.752,0.42,T,0.853660037110699
CD4_c11_Tisg,UBE2L6,0.845142922223097,3.21060886318141e-163,2.51573678692306e-158,0.61,0.246,T,0.845142922223097
CD4_c11_Tisg,TRIM22,0.836979405953443,1.21969971216849e-146,9.55720103463866e-142,0.612,0.256,T,0.836979405953443
CD4_c11_Tisg,OAS2,0.824659841296784,5.03596723849768e-227,3.94603284906963e-222,0.374,0.078,T,0.824659841296784
CD4_c11_Tisg,PLSCR1,0.822581496841752,3.10817708839233e-235,2.43547432115158e-230,0.352,0.068,T,0.822581496841752
CD4_c11_Tisg,TNFSF10,0.802638964689713,3.30874417260946e-68,2.5926326713316e-63,0.352,0.15,T,0.802638964689713
CD4_c11_Tisg,IFI16,0.791421246931804,2.05456452634807e-115,1.60989512591056e-110,0.683,0.355,T,0.791421246931804
CD4_c11_Tisg,PARP14,0.779039031165729,8.40035825994552e-132,6.58226872174551e-127,0.385,0.12,T,0.779039031165729
CD4_c11_Tisg,SP110,0.775940948398235,3.50071764832855e-125,2.7430573277008e-120,0.503,0.195,T,0.775940948398235
CD4_c11_Tisg,IFI35,0.741224772683889,2.15975157770791e-141,1.69231654374459e-136,0.367,0.105,T,0.741224772683889
CD4_c11_Tisg,BST2,0.733321803339753,2.52940679016911e-114,1.98196727857281e-109,0.618,0.303,T,0.733321803339753
CD4_c11_Tisg,USP18,0.699365682376639,0,0,0.255,0.016,T,0.699365682376639
CD4_c11_Tisg,LGALS9,0.689293165363937,2.0903410568974e-159,1.63792854195309e-154,0.316,0.074,T,0.689293165363937
CD4_c11_Tisg,SP100,0.681099059297576,6.19500288809352e-98,4.85421841302344e-93,0.648,0.348,T,0.681099059297576
CD4_c11_Tisg,DDX60L,0.667877331848421,1.36059355851255e-155,1.06612029464368e-150,0.285,0.063,T,0.667877331848421
CD4_c11_Tisg,SLFN5,0.666834120631569,5.02145233887791e-58,3.93465940917456e-53,0.491,0.266,T,0.666834120631569
CD4_c11_Tisg,PPM1K,0.657487170122036,2.89155183531804e-70,2.26573327160015e-65,0.41,0.184,T,0.657487170122036
CD4_c11_Tisg,LAP3,0.656176314282191,1.16517636977257e-91,9.12997248062694e-87,0.35,0.127,T,0.656176314282191
CD4_c11_Tisg,C19orf66,0.646463083197828,5.71699637544283e-95,4.47966684990574e-90,0.423,0.17,T,0.646463083197828
CD4_c11_Tisg,GZMA,0.636984417117018,3.6570905119644e-39,2.86558641245994e-34,0.351,0.184,T,0.636984417117018
CD4_c11_Tisg,DRAP1,0.633008909818467,5.22196871646742e-87,4.09177802716237e-82,0.638,0.361,T,0.633008909818467
CD4_c11_Tisg,GBP4,0.627151144131939,2.40392384329736e-69,1.88364260589251e-64,0.323,0.128,T,0.627151144131939
CD8_c0_t-Teff,LMNA,0.695375344187223,0,0,0.28,0.139,T,0.695375344187223
CD8_c0_t-Teff,ZFP36,0.681179178640133,0,0,0.768,0.599,T,0.681179178640133
CD8_c0_t-Teff,RGCC,0.619962637193934,0,0,0.449,0.311,T,0.619962637193934
CD8_c0_t-Teff,CXCR4,0.583576208159019,0,0,0.862,0.717,T,0.583576208159019
CD8_c0_t-Teff,DUSP2,0.575663834096944,0,0,0.731,0.516,T,0.575663834096944
CD8_c0_t-Teff,ZFP36L2,0.543378826840645,0,0,0.853,0.748,T,0.543378826840645
CD8_c0_t-Teff,JUND,0.542831158309676,0,0,0.473,0.359,T,0.542831158309676
CD8_c0_t-Teff,XCL1,0.516036956782838,0,0,0.182,0.087,T,0.516036956782838
CD8_c0_t-Teff,GZMK,0.509985609942511,0,0,0.736,0.426,T,0.509985609942511
CD8_c0_t-Teff,FTH1,0.509026588556574,0,0,0.935,0.925,T,0.509026588556574
CD8_c0_t-Teff,GPR183,0.505521362514207,0,0,0.318,0.168,T,0.505521362514207
CD8_c0_t-Teff,PIK3R1,0.503539349067579,0,0,0.508,0.341,T,0.503539349067579
CD8_c0_t-Teff,NR4A2,0.473676010995517,0,0,0.458,0.315,T,0.473676010995517
CD8_c0_t-Teff,JUNB,0.469245384613635,0,0,0.803,0.69,T,0.469245384613635
CD8_c0_t-Teff,MYADM,0.468842283687028,0,0,0.334,0.22,T,0.468842283687028
CD8_c0_t-Teff,XCL2,0.459142396283924,0,0,0.236,0.126,T,0.459142396283924
CD8_c0_t-Teff,FOS,0.455517445536898,0,0,0.509,0.385,T,0.455517445536898
CD8_c0_t-Teff,YPEL5,0.45479332804513,0,0,0.534,0.401,T,0.45479332804513
CD8_c0_t-Teff,FOSB,0.448307141267368,0,0,0.378,0.279,T,0.448307141267368
CD8_c0_t-Teff,VIM,0.445914980264946,0,0,0.766,0.741,T,0.445914980264946
CD8_c0_t-Teff,TNFAIP3,0.443872100851376,0,0,0.613,0.486,T,0.443872100851376
CD8_c0_t-Teff,BTG1,0.437819475986227,0,0,0.946,0.885,T,0.437819475986227
CD8_c0_t-Teff,CD69,0.430280304928995,0,0,0.65,0.501,T,0.430280304928995
CD8_c0_t-Teff,TUBA4A,0.420607685915995,0,0,0.546,0.423,T,0.420607685915995
CD8_c0_t-Teff,CMC1,0.414140124631461,1.41553784771942e-273,1.1091729913375e-268,0.39,0.302,T,0.414140124631461
CD8_c0_t-Teff,CREM,0.408572941200694,0,0,0.478,0.358,T,0.408572941200694
CD8_c0_t-Teff,ZNF331,0.407856883631594,0,0,0.415,0.285,T,0.407856883631594
CD8_c0_t-Teff,FAM177A1,0.403365575022675,0,0,0.426,0.31,T,0.403365575022675
CD8_c0_t-Teff,ANXA1,0.392066325179605,0,0,0.614,0.509,T,0.392066325179605
CD8_c0_t-Teff,MCL1,0.378211683426373,0,0,0.598,0.513,T,0.378211683426373
CD8_c0_t-Teff,UBE2S,0.354662497490223,8.21073718579028e-280,6.43368733666969e-275,0.199,0.125,T,0.354662497490223
CD8_c0_t-Teff,METRNL,0.345367525459257,4.51892557009012e-282,3.54089450895551e-277,0.178,0.105,T,0.345367525459257
CD8_c0_t-Teff,KLF6,0.344483422272793,0,0,0.705,0.61,T,0.344483422272793
CD8_c0_t-Teff,BTG2,0.3360390715225,0,0,0.457,0.346,T,0.3360390715225
CD8_c0_t-Teff,REL,0.331488085536996,0,0,0.418,0.312,T,0.331488085536996
CD8_c0_t-Teff,TSC22D3,0.329436795521961,0,0,0.757,0.711,T,0.329436795521961
CD8_c0_t-Teff,SLC2A3,0.327042816792983,0,0,0.432,0.338,T,0.327042816792983
CD8_c0_t-Teff,NR4A3,0.321190153769872,0,0,0.155,0.077,T,0.321190153769872
CD8_c0_t-Teff,IL7R,0.315650543088177,1.19648299924808e-257,9.3752818372082e-253,0.473,0.387,T,0.315650543088177
CD8_c0_t-Teff,DUSP1,0.315264828142609,0,0,0.615,0.492,T,0.315264828142609
CD8_c0_t-Teff,SRGN,0.310312736460223,0,0,0.914,0.839,T,0.310312736460223
CD8_c0_t-Teff,PDE4B,0.308296897196989,0,0,0.324,0.218,T,0.308296897196989
CD8_c0_t-Teff,CSRNP1,0.303624770447574,0,0,0.255,0.165,T,0.303624770447574
CD8_c0_t-Teff,TUBB4B,0.30249445308331,7.87758282466135e-240,6.17263757391989e-235,0.359,0.277,T,0.30249445308331
CD8_c0_t-Teff,CD44,0.291184348623462,0,0,0.675,0.584,T,0.291184348623462
CD8_c0_t-Teff,EIF1,0.290111482184022,0,0,0.958,0.943,T,0.290111482184022
CD8_c0_t-Teff,EZR,0.288146109400712,5.79492982617547e-245,4.54073316389631e-240,0.56,0.491,T,0.288146109400712
CD8_c0_t-Teff,FAM46C,0.277804570110231,1.18654296123002e-168,9.29739468131013e-164,0.193,0.135,T,0.277804570110231
CD8_c0_t-Teff,ATP1B3,0.27639361169041,2.68416679368395e-137,2.10323257452693e-132,0.349,0.288,T,0.27639361169041
CD8_c0_t-Teff,TTC19,0.275147972351988,3.52120448650868e-19,2.7591101994936e-14,0.193,0.175,T,0.275147972351988
CD8_c1_Tex,CXCL13,2.19438375214386,0,0,0.564,0.052,T,2.19438375214386
CD8_c1_Tex,GZMB,1.41795742888729,0,0,0.704,0.31,T,1.41795742888729
CD8_c1_Tex,HAVCR2,1.35995660644557,0,0,0.555,0.068,T,1.35995660644557
CD8_c1_Tex,KRT86,1.21038049278836,0,0,0.186,0.009,T,1.21038049278836
CD8_c1_Tex,CCL3,1.16150121190541,0,0,0.443,0.167,T,1.16150121190541
CD8_c1_Tex,ENTPD1,1.08483737896635,0,0,0.403,0.042,T,1.08483737896635
CD8_c1_Tex,VCAM1,1.08371430106727,0,0,0.358,0.041,T,1.08371430106727
CD8_c1_Tex,LAG3,1.04707246332509,0,0,0.63,0.259,T,1.04707246332509
CD8_c1_Tex,TNFRSF9,0.981830008988139,0,0,0.423,0.092,T,0.981830008988139
CD8_c1_Tex,CTLA4,0.958387657162395,0,0,0.433,0.08,T,0.958387657162395
CD8_c1_Tex,CCL4L1,0.950406942836609,0,0,0.138,0.028,T,0.950406942836609
CD8_c1_Tex,RBPJ,0.94163135251172,0,0,0.522,0.198,T,0.94163135251172
CD8_c1_Tex,TIGIT,0.880626024549677,0,0,0.612,0.269,T,0.880626024549677
CD8_c1_Tex,RGS1,0.869918768766694,0,0,0.769,0.442,T,0.869918768766694
CD8_c1_Tex,TNFRSF18,0.85309097088965,0,0,0.239,0.036,T,0.85309097088965
CD8_c1_Tex,PDCD1,0.83557034358655,0,0,0.451,0.128,T,0.83557034358655
CD8_c1_Tex,IFNG,0.828425899172353,0,0,0.451,0.174,T,0.828425899172353
CD8_c1_Tex,ACP5,0.820561596157049,0,0,0.347,0.084,T,0.820561596157049
CD8_c1_Tex,LAYN,0.817883999268658,0,0,0.244,0.015,T,0.817883999268658
CD8_c1_Tex,CXCR6,0.807158778108877,0,0,0.431,0.153,T,0.807158778108877
CD8_c1_Tex,RGS2,0.806324983048202,0,0,0.504,0.259,T,0.806324983048202
CD8_c1_Tex,GNLY,0.792492519766933,4.55208890902592e-265,3.56688030644544e-260,0.347,0.229,T,0.792492519766933
CD8_c1_Tex,PHLDA1,0.771709406572963,0,0,0.428,0.126,T,0.771709406572963
CD8_c1_Tex,DUSP4,0.771300305745008,0,0,0.638,0.285,T,0.771300305745008
CD8_c1_Tex,IGKC,0.769834448549091,0,0,0.254,0.146,T,0.769834448549091
CD8_c1_Tex,GAPDH,0.762040775442458,0,0,0.968,0.879,T,0.762040775442458
CD8_c1_Tex,KIR2DL4,0.758611187304523,0,0,0.184,0.011,T,0.758611187304523
CD8_c1_Tex,HLA-DRA,0.747584225307709,0,0,0.561,0.311,T,0.747584225307709
CD8_c1_Tex,HLA-DRB1,0.733259082816107,0,0,0.682,0.446,T,0.733259082816107
CD8_c1_Tex,PRF1,0.713111458583839,0,0,0.654,0.387,T,0.713111458583839
CD8_c1_Tex,CD7,0.711888334674314,0,0,0.802,0.601,T,0.711888334674314
CD8_c1_Tex,SIRPG,0.709691648719263,0,0,0.394,0.127,T,0.709691648719263
CD8_c1_Tex,CD27,0.681336777930807,0,0,0.63,0.351,T,0.681336777930807
CD8_c1_Tex,CTSD,0.658572487696594,0,0,0.507,0.246,T,0.658572487696594
CD8_c1_Tex,GALNT2,0.648461880968317,0,0,0.263,0.069,T,0.648461880968317
CD8_c1_Tex,GEM,0.647365591272068,0,0,0.187,0.02,T,0.647365591272068
CD8_c1_Tex,SNAP47,0.636025718052633,0,0,0.295,0.085,T,0.636025718052633
CD8_c1_Tex,ITGAE,0.627728569460802,0,0,0.398,0.182,T,0.627728569460802
CD8_c1_Tex,PTMS,0.625951883628342,0,0,0.397,0.15,T,0.625951883628342
CD8_c1_Tex,ALOX5AP,0.62384683015353,0,0,0.561,0.403,T,0.62384683015353
CD8_c1_Tex,TIMD4,0.621071168841384,0,0,0.144,0.006,T,0.621071168841384
CD8_c1_Tex,LYST,0.611447247188058,0,0,0.548,0.276,T,0.611447247188058
CD8_c1_Tex,ETV1,0.608026635962432,0,0,0.164,0.006,T,0.608026635962432
CD8_c1_Tex,NKG7,0.604864711581365,0,0,0.894,0.734,T,0.604864711581365
CD8_c1_Tex,BATF,0.604673919052929,0,0,0.402,0.191,T,0.604673919052929
CD8_c1_Tex,CD63,0.601899921542456,0,0,0.578,0.338,T,0.601899921542456
CD8_c1_Tex,CD82,0.600827925892026,0,0,0.377,0.144,T,0.600827925892026
CD8_c1_Tex,ZBED2,0.595724961905372,0,0,0.157,0.02,T,0.595724961905372
CD8_c1_Tex,PKM,0.580128334943427,0,0,0.584,0.384,T,0.580128334943427
CD8_c1_Tex,FKBP1A,0.579002848357282,0,0,0.571,0.331,T,0.579002848357282
CD8_c2_Teff,FGFBP2,1.83623609317604,0,0,0.692,0.044,T,1.83623609317604
CD8_c2_Teff,GNLY,1.23809100967004,0,0,0.726,0.185,T,1.23809100967004
CD8_c2_Teff,GZMH,0.981361265222595,0,0,0.884,0.376,T,0.981361265222595
CD8_c2_Teff,CX3CR1,0.931814505070419,0,0,0.291,0.024,T,0.931814505070419
CD8_c2_Teff,S1PR5,0.853523453705771,0,0,0.327,0.041,T,0.853523453705771
CD8_c2_Teff,SPON2,0.849270848660582,0,0,0.353,0.09,T,0.849270848660582
CD8_c2_Teff,FCGR3A,0.848503254728452,0,0,0.271,0.044,T,0.848503254728452
CD8_c2_Teff,PLEK,0.808478715853947,0,0,0.452,0.152,T,0.808478715853947
CD8_c2_Teff,ADGRG1,0.768526067611947,0,0,0.31,0.063,T,0.768526067611947
CD8_c2_Teff,FCRL6,0.751884985590058,0,0,0.338,0.08,T,0.751884985590058
CD8_c2_Teff,PLAC8,0.711180611847953,0,0,0.385,0.14,T,0.711180611847953
CD8_c2_Teff,EFHD2,0.709341353620956,0,0,0.407,0.152,T,0.709341353620956
CD8_c2_Teff,KLRD1,0.647565355068373,0,0,0.618,0.293,T,0.647565355068373
CD8_c2_Teff,HOPX,0.639062580678764,0,0,0.495,0.208,T,0.639062580678764
CD8_c2_Teff,ITGB1,0.629687678373909,0,0,0.503,0.262,T,0.629687678373909
CD8_c2_Teff,KLRG1,0.623841610593158,0,0,0.498,0.221,T,0.623841610593158
CD8_c2_Teff,NKG7,0.61241977199255,0,0,0.969,0.733,T,0.61241977199255
CD8_c2_Teff,FGR,0.611125816200256,0,0,0.227,0.04,T,0.611125816200256
CD8_c2_Teff,S100A4,0.601821258943274,0,0,0.922,0.689,T,0.601821258943274
CD8_c2_Teff,ZEB2,0.589251535387951,0,0,0.465,0.227,T,0.589251535387951
CD8_c2_Teff,MYO1F,0.577270742396517,0,0,0.464,0.223,T,0.577270742396517
CD8_c2_Teff,C12orf75,0.574606418839574,0,0,0.447,0.224,T,0.574606418839574
CD8_c2_Teff,ASCL2,0.573110464176661,0,0,0.157,0.009,T,0.573110464176661
CD8_c2_Teff,TBX21,0.570457816952471,0,0,0.29,0.1,T,0.570457816952471
CD8_c2_Teff,DSTN,0.562265030336628,0,0,0.421,0.216,T,0.562265030336628
CD8_c2_Teff,TGFBR3,0.558643505907447,0,0,0.271,0.093,T,0.558643505907447
CD8_c2_Teff,PRF1,0.557481527863306,0,0,0.687,0.398,T,0.557481527863306
CD8_c2_Teff,LGALS1,0.553798134846158,0,0,0.603,0.338,T,0.553798134846158
CD8_c2_Teff,BIN2,0.53974370912964,0,0,0.521,0.294,T,0.53974370912964
CD8_c2_Teff,EMP3,0.537436292310194,0,0,0.72,0.488,T,0.537436292310194
CD8_c2_Teff,CD300A,0.527915402099517,0,0,0.213,0.063,T,0.527915402099517
CD8_c2_Teff,TTC16,0.517620794478291,0,0,0.159,0.026,T,0.517620794478291
CD8_c2_Teff,KLF3,0.510532808794666,0,0,0.292,0.124,T,0.510532808794666
CD8_c2_Teff,TTC38,0.506376417534037,0,0,0.202,0.055,T,0.506376417534037
CD8_c2_Teff,MATK,0.505597498102184,0,0,0.365,0.171,T,0.505597498102184
CD8_c2_Teff,ADRB2,0.505349694802459,0,0,0.22,0.063,T,0.505349694802459
CD8_c2_Teff,CD320,0.49954313664199,0,0,0.239,0.087,T,0.49954313664199
CD8_c2_Teff,PXN,0.492658170759277,0,0,0.258,0.09,T,0.492658170759277
CD8_c2_Teff,C1orf21,0.489551834974213,0,0,0.229,0.068,T,0.489551834974213
CD8_c2_Teff,FLNA,0.482814457972554,0,0,0.568,0.366,T,0.482814457972554
CD8_c2_Teff,TPST2,0.479113442914234,0,0,0.349,0.179,T,0.479113442914234
CD8_c2_Teff,ITGB2,0.474935471385299,0,0,0.679,0.474,T,0.474935471385299
CD8_c2_Teff,RORA,0.47392705705537,0,0,0.399,0.218,T,0.47392705705537
CD8_c2_Teff,LAIR2,0.473135104486231,0,0,0.139,0.025,T,0.473135104486231
CD8_c2_Teff,PATL2,0.464673466477799,0,0,0.237,0.102,T,0.464673466477799
CD8_c2_Teff,SAMD3,0.454313894995381,0,0,0.404,0.228,T,0.454313894995381
CD8_c2_Teff,SH3BP5,0.453886602974499,0,0,0.239,0.091,T,0.453886602974499
CD8_c2_Teff,MYO1G,0.452106772594165,0,0,0.374,0.21,T,0.452106772594165
CD8_c2_Teff,S1PR1,0.450940925416299,0,0,0.236,0.093,T,0.450940925416299
CD8_c2_Teff,RIPOR2,0.450566918363103,0,0,0.255,0.107,T,0.450566918363103
CD8_c3_Tn,LTB,0.979781602117967,0,0,0.78,0.318,T,0.979781602117967
CD8_c3_Tn,SELL,0.890958227622048,0,0,0.541,0.145,T,0.890958227622048
CD8_c3_Tn,LEF1,0.841540949017092,0,0,0.4,0.061,T,0.841540949017092
CD8_c3_Tn,NOSIP,0.813374134828068,0,0,0.583,0.232,T,0.813374134828068
CD8_c3_Tn,EIF3E,0.801704544701494,0,0,0.818,0.501,T,0.801704544701494
CD8_c3_Tn,CCR7,0.757820288373107,0,0,0.459,0.128,T,0.757820288373107
CD8_c3_Tn,EEF1B2,0.678629277916392,0,0,0.945,0.776,T,0.678629277916392
CD8_c3_Tn,MAL,0.66797596190444,0,0,0.287,0.032,T,0.66797596190444
CD8_c3_Tn,GLTSCR2,0.664143437147465,0,0,0.573,0.336,T,0.664143437147465
CD8_c3_Tn,AIF1,0.663803858717088,0,0,0.298,0.064,T,0.663803858717088
CD8_c3_Tn,GNB2L1,0.662665311374679,0,0,0.562,0.383,T,0.662665311374679
CD8_c3_Tn,S100B,0.615126944848074,0,0,0.145,0.018,T,0.615126944848074
CD8_c3_Tn,C6orf48,0.590892914337213,0,0,0.502,0.222,T,0.590892914337213
CD8_c3_Tn,EEF1A1,0.585633339348401,0,0,0.979,0.92,T,0.585633339348401
CD8_c3_Tn,LDHB,0.578006820890356,0,0,0.805,0.532,T,0.578006820890356
CD8_c3_Tn,TCF7,0.527645091062698,0,0,0.45,0.191,T,0.527645091062698
CD8_c3_Tn,TMEM123,0.523971874963539,0,0,0.526,0.235,T,0.523971874963539
CD8_c3_Tn,ACTN1,0.497209864407356,0,0,0.187,0.025,T,0.497209864407356
CD8_c3_Tn,TPT1,0.472302784974209,0,0,0.995,0.976,T,0.472302784974209
CD8_c3_Tn,TRABD2A,0.457635681030064,0,0,0.197,0.031,T,0.457635681030064
CD8_c3_Tn,PASK,0.448398987359937,0,0,0.247,0.076,T,0.448398987359937
CD8_c3_Tn,DONSON,0.443414684267755,0,0,0.151,0.046,T,0.443414684267755
CD8_c3_Tn,FLT3LG,0.428710559744842,0,0,0.324,0.14,T,0.428710559744842
CD8_c3_Tn,TXK,0.422860859565683,0,0,0.199,0.041,T,0.422860859565683
CD8_c3_Tn,IL7R,0.420546460795749,0,0,0.718,0.391,T,0.420546460795749
CD8_c3_Tn,UQCRB,0.412836666846954,0,0,0.853,0.712,T,0.412836666846954
CD8_c3_Tn,LDLRAP1,0.40755364929418,0,0,0.239,0.082,T,0.40755364929418
CD8_c3_Tn,PABPC1,0.404907096370067,0,0,0.929,0.781,T,0.404907096370067
CD8_c3_Tn,UBA52,0.40425850409797,0,0,0.972,0.922,T,0.40425850409797
CD8_c3_Tn,SH3YL1,0.395777209235105,0,0,0.203,0.05,T,0.395777209235105
CD8_c3_Tn,C1orf162,0.384875578133953,0,0,0.211,0.056,T,0.384875578133953
CD8_c3_Tn,EIF3L,0.382863267980474,0,0,0.61,0.376,T,0.382863267980474
CD8_c3_Tn,NACA,0.381388113617376,0,0,0.959,0.881,T,0.381388113617376
CD8_c3_Tn,NPM1,0.379969076735591,0,0,0.895,0.76,T,0.379969076735591
CD8_c3_Tn,KLF2,0.377790739767701,0,0,0.515,0.277,T,0.377790739767701
CD8_c3_Tn,SPINT2,0.370804823307756,0,0,0.188,0.042,T,0.370804823307756
CD8_c3_Tn,NAP1L1,0.368280104835448,0,0,0.698,0.481,T,0.368280104835448
CD8_c3_Tn,MYC,0.361329974538073,0,0,0.187,0.056,T,0.361329974538073
CD8_c3_Tn,SERINC5,0.360277794317975,0,0,0.208,0.07,T,0.360277794317975
CD8_c3_Tn,FOXP1,0.355339910205816,0,0,0.472,0.273,T,0.355339910205816
CD8_c3_Tn,EEF2,0.354642929097651,0,0,0.886,0.736,T,0.354642929097651
CD8_c3_Tn,RASGRP2,0.338691589044742,0,0,0.276,0.11,T,0.338691589044742
CD8_c3_Tn,PFDN5,0.335648877282388,0,0,0.922,0.825,T,0.335648877282388
CD8_c3_Tn,NELL2,0.334614028626907,0,0,0.314,0.151,T,0.334614028626907
CD8_c3_Tn,RGS10,0.32965675664539,0,0,0.556,0.347,T,0.32965675664539
CD8_c3_Tn,RCAN3,0.326317421976921,0,0,0.32,0.152,T,0.326317421976921
CD8_c3_Tn,CD55,0.326215723459571,1.18459243140223e-289,9.28211091473846e-285,0.368,0.209,T,0.326215723459571
CD8_c3_Tn,C1orf228,0.316094631282938,0,0,0.117,0.02,T,0.316094631282938
CD8_c3_Tn,SMDT1,0.313795036896139,0,0,0.51,0.316,T,0.313795036896139
CD8_c3_Tn,EIF3H,0.290797839573419,8.74882209881784e-301,6.8553145319707e-296,0.667,0.479,T,0.290797839573419
